number,status,codeshareStatus,isCargo,scheduled_utc,revised_utc,gate,dest_iata,dest_name,dest_country,airline_name,airline_iata,aircraft_model,delay_min,is_outlier,dep_hour,dep_dow,dep_month,is_weekend,route,route_avg_delay,aircraft_family
GAC 513,Departed,IsOperator,False,2025-10-19 09:00:00+00:00,2025-10-19 08:50:00+00:00,Unknown,FMO,Münster,de,GlobalAir,Unknown,Cessna 510 Citation Mustang,-10.0,False,9,6,10,1,FMO,-0.3125,Other
XQ 733,Departed,IsOperator,False,2025-10-19 08:40:00+00:00,2025-10-19 08:50:00+00:00,D31,ESB,Ankara,tr,Sun Express,XQ,Boeing 737-800,10.0,False,8,6,10,1,ESB,18.75,Narrow-body
LX 400,Departed,IsOperator,False,2025-10-19 08:50:00+00:00,2025-10-19 08:50:00+00:00,D35,DUB,Dublin,ie,SWISS,LX,Airbus A321 NEO,0.0,False,8,6,10,1,DUB,9.088339222614842,Narrow-body
CY 2,Departed,IsOperator,False,2025-10-19 08:45:00+00:00,2025-10-19 08:50:00+00:00,Unknown,BER,Berlin,de,Cyprus,CY,Airbus A320,5.0,False,8,6,10,1,BER,7.192926045016077,Narrow-body
WK 356,Departed,IsOperator,False,2025-10-19 08:45:00+00:00,2025-10-19 08:51:00+00:00,A66,KGS,Kos Island,gr,Edelweiss Air,WK,Airbus A320,6.0,False,8,6,10,1,KGS,3.0,Narrow-body
AZ 571,Departed,IsOperator,False,2025-10-19 08:55:00+00:00,2025-10-19 08:55:00+00:00,A86,FCO,Rome,it,ITA,AZ,Airbus A320 NEO,0.0,False,8,6,10,1,FCO,4.507547169811321,Narrow-body
AY 1512,Departed,IsOperator,False,2025-10-19 08:50:00+00:00,2025-10-19 09:00:00+00:00,A83,HEL,Helsinki,fi,Finnair,AY,Airbus A320,10.0,False,8,6,10,1,HEL,9.212290502793296,Narrow-body
TK 1908,Departed,IsOperator,False,2025-10-19 08:50:00+00:00,2025-10-19 09:00:00+00:00,E46,IST,Istanbul,tr,Turkish,TK,Airbus A330,10.0,False,8,6,10,1,IST,12.96,Wide-body
CYP 2,Departed,IsOperator,False,2025-10-19 09:03:00+00:00,2025-10-19 09:03:00+00:00,Unknown,BER,Berlin,de,CYP,Unknown,Airbus A320,0.0,False,9,6,10,1,BER,7.192926045016077,Narrow-body
6K 678,Departed,IsOperator,False,2025-10-19 09:10:00+00:00,2025-10-19 09:05:00+00:00,Unknown,AYT,Antalya,tr,Songbird,6K,Boeing 737-800,-5.0,False,9,6,10,1,AYT,14.958677685950413,Narrow-body
EI 343,Departed,IsOperator,False,2025-10-19 08:55:00+00:00,2025-10-19 09:05:00+00:00,E58,DUB,Dublin,ie,Aer Lingus,EI,Airbus A320,10.0,False,8,6,10,1,DUB,9.088339222614842,Narrow-body
EW 6837,Departed,IsOperator,False,2025-10-19 09:05:00+00:00,2025-10-19 09:10:00+00:00,A84,PMI,Palma De Mallorca,es,Eurowings,EW,Airbus A320,5.0,False,9,6,10,1,PMI,10.341603053435115,Narrow-body
UX 1676,Departed,IsOperator,False,2025-10-19 09:10:00+00:00,2025-10-19 09:10:00+00:00,A74,MAD,Madrid,es,Air Europa,UX,Boeing 737-800,0.0,False,9,6,10,1,MAD,8.555555555555555,Narrow-body
EY 144,Departed,IsOperator,False,2025-10-19 09:15:00+00:00,2025-10-19 09:15:00+00:00,E53,AUH,Abu Dhabi,ae,Etihad,EY,Boeing 787-9,0.0,False,9,6,10,1,AUH,3.8177083333333335,Wide-body
AF 1115,Departed,IsOperator,False,2025-10-19 09:20:00+00:00,2025-10-19 09:20:00+00:00,A72,CDG,Paris,fr,Air France,AF,Airbus A220-300,0.0,False,9,6,10,1,CDG,11.938775510204081,Narrow-body
FJO 647,Departed,IsOperator,False,2025-10-19 09:40:00+00:00,2025-10-19 09:20:00+00:00,Unknown,FAB,Farnborough,gb,Unknown/Private owner,Unknown,Gulfstream G500,-20.0,False,9,6,10,1,FAB,0.3333333333333333,Other
4O 311,Departed,IsOperator,False,2025-10-19 09:00:00+00:00,2025-10-19 09:25:00+00:00,D23,TGD,Podgorica,me,Interjet,4O,Embraer 195,25.0,False,9,6,10,1,TGD,10.7,Regional
CS 100,Departed,IsOperator,False,2025-10-19 09:10:00+00:00,2025-10-19 09:30:00+00:00,B01,PMI,Palma De Mallorca,es,Comlux Aruba,CS,Airbus A320,20.0,False,9,6,10,1,PMI,10.341603053435115,Narrow-body
LH 1187,Departed,IsOperator,False,2025-10-19 09:20:00+00:00,2025-10-19 09:30:00+00:00,A67,FRA,Frankfurt-am-Main,de,Lufthansa,LH,Airbus A321 (Sharklets),10.0,False,9,6,10,1,FRA,7.53932584269663,Narrow-body
WK 246,Departed,IsOperator,False,2025-10-19 09:25:00+00:00,2025-10-19 09:35:00+00:00,A85,PMI,Palma De Mallorca,es,Edelweiss Air,WK,Airbus A320,10.0,False,9,6,10,1,PMI,10.341603053435115,Narrow-body
CS 444,Departed,IsOperator,False,2025-10-19 09:15:00+00:00,2025-10-19 09:35:00+00:00,D54,HRG,Hurghada,eg,Comlux Aruba,CS,Airbus A320,20.0,False,9,6,10,1,HRG,13.407284768211921,Narrow-body
6K 457,Departed,IsOperator,False,2025-10-19 09:35:00+00:00,2025-10-19 09:45:00+00:00,Unknown,AYT,Antalya,tr,Songbird,6K,Airbus A330,10.0,False,9,6,10,1,AYT,14.958677685950413,Wide-body
AA 93,Departed,IsOperator,False,2025-10-19 09:45:00+00:00,2025-10-19 09:45:00+00:00,E35,PHL,Philadelphia,us,American,AA,Boeing 787-9,0.0,False,9,6,10,1,PHL,9.318181818181818,Wide-body
SQ 345,Departed,IsOperator,False,2025-10-19 09:45:00+00:00,2025-10-19 09:45:00+00:00,E56,SIN,Singapore,sg,Singapore,SQ,Boeing 777,0.0,False,9,6,10,1,SIN,6.890173410404624,Wide-body
PC 5028,Departed,IsOperator,False,2025-10-19 08:55:00+00:00,2025-10-19 09:55:00+00:00,E64,AYT,Antalya,tr,Pegasus,PC,Airbus A321 (Sharklets),60.0,True,8,6,10,1,AYT,14.958677685950413,Narrow-body
UA 53,Departed,IsOperator,False,2025-10-19 09:55:00+00:00,2025-10-19 09:55:00+00:00,E47,IAD,Washington,us,United,UA,Boeing 767-300,0.0,False,9,6,10,1,IAD,12.69182389937107,Wide-body
LX 1880,Departed,IsOperator,False,2025-10-19 09:55:00+00:00,2025-10-19 09:55:00+00:00,B01,CLJ,Cluj-Napoca,ro,SWISS,LX,Embraer 190,0.0,False,9,6,10,1,CLJ,3.3333333333333335,Regional
OU 461,Departed,IsOperator,False,2025-10-19 09:45:00+00:00,2025-10-19 09:55:00+00:00,A54,ZAG,Zagreb,hr,Croatia,OU,De Havilland Canada DHC-8-400 Dash 8Q,10.0,False,9,6,10,1,ZAG,9.05056179775281,Regional
LX 1222,Departed,IsOperator,False,2025-10-19 10:00:00+00:00,2025-10-19 10:00:00+00:00,B10,GOT,Goteborg,se,SWISS,LX,Embraer 190,0.0,False,10,6,10,1,GOT,7.036144578313253,Regional
KL 1920,Departed,IsOperator,False,2025-10-19 09:50:00+00:00,2025-10-19 10:00:00+00:00,B35,AMS,Amsterdam,nl,KLM,KL,Boeing 737,10.0,False,9,6,10,1,AMS,11.314754098360655,Narrow-body
LX 252,Departed,IsOperator,False,2025-10-19 09:50:00+00:00,2025-10-19 10:00:00+00:00,E52,TLV,Tel Aviv Yafo,il,SWISS,LX,Airbus A330,10.0,False,9,6,10,1,TLV,12.823275862068966,Wide-body
LX 1838,Departed,IsOperator,False,2025-10-19 10:05:00+00:00,2025-10-19 10:05:00+00:00,B06,ATH,Athens,gr,SWISS,LX,Airbus A320,0.0,False,10,6,10,1,ATH,9.11860465116279,Narrow-body
LX 1742,Departed,IsOperator,False,2025-10-19 10:00:00+00:00,2025-10-19 10:05:00+00:00,A73,PMO,Palermo,it,SWISS,LX,Airbus A321,5.0,False,10,6,10,1,PMO,6.2894736842105265,Narrow-body
A3 851,Departed,IsOperator,False,2025-10-19 09:15:00+00:00,2025-10-19 10:05:00+00:00,A81,ATH,Athens,gr,Aegean,A3,Airbus A320 NEO,50.0,True,9,6,10,1,ATH,9.11860465116279,Narrow-body
LX 2142,Departed,IsOperator,False,2025-10-19 10:05:00+00:00,2025-10-19 10:05:00+00:00,A82,VLC,Valencia,es,SWISS,LX,Airbus A320,0.0,False,10,6,10,1,VLC,7.36734693877551,Narrow-body
LX 1722,Departed,IsOperator,False,2025-10-19 10:05:00+00:00,2025-10-19 10:10:00+00:00,B08,BDS,Brindisi,it,SWISS,LX,Airbus A220-300,5.0,False,10,6,10,1,BDS,7.729166666666667,Narrow-body
LX 1372,Departed,IsOperator,False,2025-10-19 10:10:00+00:00,2025-10-19 10:10:00+00:00,A56,KRK,Kraków,pl,SWISS,LX,Airbus A220-300,0.0,False,10,6,10,1,KRK,6.532258064516129,Narrow-body
LX 1888,Departed,IsOperator,False,2025-10-19 10:00:00+00:00,2025-10-19 10:10:00+00:00,A52,OTP,Bucharest,ro,SWISS,LX,Airbus A220-300,10.0,False,10,6,10,1,OTP,11.805405405405406,Narrow-body
LX 2156,Departed,IsOperator,False,2025-10-19 10:10:00+00:00,2025-10-19 10:15:00+00:00,A83,PMI,Palma De Mallorca,es,SWISS,LX,Airbus A321 NEO,5.0,False,10,6,10,1,PMI,10.341603053435115,Narrow-body
WK 1246,Departed,IsOperator,False,2025-10-19 10:15:00+00:00,2025-10-19 10:15:00+00:00,B09,PMI,Palma De Mallorca,es,Edelweiss Air,WK,Airbus A320,0.0,False,10,6,10,1,PMI,10.341603053435115,Narrow-body
LX 1348,Departed,IsOperator,False,2025-10-19 10:15:00+00:00,2025-10-19 10:20:00+00:00,B04,WAW,Warsaw,pl,SWISS,LX,Airbus A220-300,5.0,False,10,6,10,1,WAW,9.523690773067331,Narrow-body
IB 628,Departed,IsOperator,False,2025-10-19 09:50:00+00:00,2025-10-19 10:20:00+00:00,A75,MAD,Madrid,es,Iberia,IB,Airbus A321,30.0,False,9,6,10,1,MAD,8.555555555555555,Narrow-body
DE 1162,Departed,IsOperator,False,2025-10-19 09:50:00+00:00,2025-10-19 10:25:00+00:00,B31,PMI,Palma De Mallorca,es,Condor,DE,Airbus A321 NEO,35.0,False,9,6,10,1,PMI,10.341603053435115,Narrow-body
LX 332,Departed,IsOperator,False,2025-10-19 10:05:00+00:00,2025-10-19 10:25:00+00:00,D26,LHR,London,gb,SWISS,LX,Airbus A220-300,20.0,False,10,6,10,1,LHR,6.634457611668186,Narrow-body
LX 1710,Departed,IsOperator,False,2025-10-19 10:20:00+00:00,2025-10-19 10:25:00+00:00,B02,NAP,Nápoli,it,SWISS,LX,Airbus A220-300,5.0,False,10,6,10,1,NAP,8.4125,Narrow-body
PC 948,Departed,IsOperator,False,2025-10-19 09:35:00+00:00,2025-10-19 10:25:00+00:00,E62,SAW,Istanbul,tr,Pegasus,PC,Airbus A321 NEO,50.0,True,9,6,10,1,SAW,19.242105263157896,Narrow-body
LX 146,Departed,IsOperator,False,2025-10-19 10:10:00+00:00,2025-10-19 10:25:00+00:00,E67,DEL,New Delhi,in,SWISS,LX,Airbus A330,15.0,False,10,6,10,1,DEL,23.496402877697843,Wide-body
LX 1578,Departed,IsOperator,False,2025-10-19 10:25:00+00:00,2025-10-19 10:30:00+00:00,A55,VIE,Vienna,at,SWISS,LX,Airbus A220-300,5.0,False,10,6,10,1,VIE,6.910039113428944,Narrow-body
LX 2254,Departed,IsOperator,False,2025-10-19 10:25:00+00:00,2025-10-19 10:30:00+00:00,B07,BUD,Budapest,hu,SWISS,LX,Airbus A220-300,5.0,False,10,6,10,1,BUD,6.648648648648648,Narrow-body
LX 580,Departed,IsOperator,False,2025-10-19 10:25:00+00:00,2025-10-19 10:35:00+00:00,A53,MRS,Marseille,fr,SWISS,LX,Embraer 190,10.0,False,10,6,10,1,MRS,6.360655737704918,Regional
LX 242,Departed,IsOperator,False,2025-10-19 10:30:00+00:00,2025-10-19 10:40:00+00:00,D39,DXB,Dubai,ae,SWISS,LX,Airbus A330,10.0,False,10,6,10,1,DXB,9.906976744186046,Wide-body
LX 552,Departed,IsOperator,False,2025-10-19 10:35:00+00:00,2025-10-19 10:40:00+00:00,A66,BOD,Bordeaux/Mérignac,fr,SWISS,LX,Embraer 195,5.0,False,10,6,10,1,BOD,8.035714285714286,Regional
LX 1376,Departed,IsOperator,False,2025-10-19 10:25:00+00:00,2025-10-19 10:40:00+00:00,A51,WRO,Wrocław,pl,SWISS,LX,Embraer 195,15.0,False,10,6,10,1,WRO,9.6,Regional
LX 1056,Departed,IsOperator,False,2025-10-19 10:35:00+00:00,2025-10-19 10:40:00+00:00,A86,HAM,Hamburg,de,SWISS,LX,Airbus A321,5.0,False,10,6,10,1,HAM,6.9766355140186915,Narrow-body
VF 54,Departed,IsOperator,False,2025-10-19 09:40:00+00:00,2025-10-19 10:40:00+00:00,D33,SAW,Istanbul,tr,AJet,VF,Airbus A320,60.0,True,9,6,10,1,SAW,19.242105263157896,Narrow-body
LX 1250,Departed,IsOperator,False,2025-10-19 10:20:00+00:00,2025-10-19 10:45:00+00:00,A84,ARN,Stockholm,se,SWISS,LX,Airbus A320 NEO,25.0,False,10,6,10,1,ARN,9.477031802120141,Narrow-body
LX 728,Departed,IsOperator,False,2025-10-19 10:30:00+00:00,2025-10-19 10:45:00+00:00,A57,AMS,Amsterdam,nl,SWISS,LX,Airbus A220-100,15.0,False,10,6,10,1,AMS,11.314754098360655,Narrow-body
LX 816,Departed,IsOperator,False,2025-10-19 10:35:00+00:00,2025-10-19 10:45:00+00:00,B05,HAJ,Hanover,de,SWISS,LX,Embraer 190,10.0,False,10,6,10,1,HAJ,8.979057591623036,Regional
LX 1954,Departed,IsOperator,False,2025-10-19 10:20:00+00:00,2025-10-19 10:50:00+00:00,A74,BCN,Barcelona,es,SWISS,LX,Airbus A321 (Sharklets),30.0,False,10,6,10,1,BCN,9.162921348314606,Narrow-body
VJT 473,Departed,IsOperator,False,2025-10-19 11:40:00+00:00,2025-10-19 10:50:00+00:00,Unknown,LBG,Paris,fr,VistaJet,Unknown,Bombardier Bd-100 Challenger 350,-50.0,True,11,6,10,1,LBG,-4.340425531914893,Other
LX 1416,Departed,IsOperator,False,2025-10-19 10:15:00+00:00,2025-10-19 10:50:00+00:00,D55,BEG,Belgrade,rs,SWISS,LX,Airbus A220-300,35.0,False,10,6,10,1,BEG,10.236607142857142,Narrow-body
LX 568,Departed,IsOperator,False,2025-10-19 10:40:00+00:00,2025-10-19 10:50:00+00:00,A71,NCE,Nice,fr,SWISS,LX,Embraer 190,10.0,False,10,6,10,1,NCE,5.177177177177177,Regional
LX 1072,Departed,IsOperator,False,2025-10-19 10:50:00+00:00,2025-10-19 10:50:00+00:00,A56,FRA,Frankfurt-am-Main,de,SWISS,LX,Embraer 190,0.0,False,10,6,10,1,FRA,7.53932584269663,Regional
LX 1270,Departed,IsOperator,False,2025-10-19 10:30:00+00:00,2025-10-19 10:50:00+00:00,A72,CPH,Copenhagen,dk,SWISS,LX,Airbus A320 NEO,20.0,False,10,6,10,1,CPH,6.48469387755102,Narrow-body
LX 1486,Departed,IsOperator,False,2025-10-19 10:45:00+00:00,2025-10-19 10:55:00+00:00,B03,PRG,Prague,cz,SWISS,LX,Airbus A220-300,10.0,False,10,6,10,1,PRG,8.132432432432433,Narrow-body
LX 1736,Departed,IsOperator,False,2025-10-19 10:45:00+00:00,2025-10-19 10:55:00+00:00,A85,FCO,Rome,it,SWISS,LX,Airbus A320 NEO,10.0,False,10,6,10,1,FCO,4.507547169811321,Narrow-body
LX 1662,Departed,IsOperator,False,2025-10-19 10:55:00+00:00,2025-10-19 10:55:00+00:00,B08,VCE,Venice,it,SWISS,LX,Airbus A320 NEO,0.0,False,10,6,10,1,VCE,4.755725190839694,Narrow-body
LX 86,Departed,IsOperator,False,2025-10-19 10:40:00+00:00,2025-10-19 10:55:00+00:00,D43,YUL,Montreal,ca,SWISS,LX,Airbus A330,15.0,False,10,6,10,1,YUL,15.488372093023257,Wide-body
LX 1018,Departed,IsOperator,False,2025-10-19 10:45:00+00:00,2025-10-19 10:55:00+00:00,A54,DUS,Düsseldorf,de,SWISS,LX,Embraer 190,10.0,False,10,6,10,1,DUS,7.166666666666667,Regional
LX 638,Departed,IsOperator,False,2025-10-19 10:45:00+00:00,2025-10-19 10:55:00+00:00,A52,CDG,Paris,fr,SWISS,LX,Airbus A220-300,10.0,False,10,6,10,1,CDG,11.938775510204081,Narrow-body
LY 348,Departed,IsOperator,False,2025-10-19 10:30:00+00:00,2025-10-19 11:00:00+00:00,E58,TLV,Tel Aviv Yafo,il,El Al,LY,Boeing 737-800,30.0,False,10,6,10,1,TLV,12.823275862068966,Narrow-body
LX 2806,Departed,IsOperator,False,2025-10-19 11:00:00+00:00,2025-10-19 11:00:00+00:00,B01,GVA,Geneva,ch,SWISS,LX,Airbus A220-100,0.0,False,11,6,10,1,GVA,7.534985422740525,Narrow-body
LX 2084,Departed,IsOperator,False,2025-10-19 10:50:00+00:00,2025-10-19 11:00:00+00:00,A67,LIS,Lisbon,pt,SWISS,LX,Airbus A321 NEO,10.0,False,10,6,10,1,LIS,17.059063136456214,Narrow-body
LX 160,Departed,IsOperator,False,2025-10-19 11:00:00+00:00,2025-10-19 11:05:00+00:00,E57,NRT,Tokyo,jp,SWISS,LX,Boeing 777,5.0,False,11,6,10,1,NRT,13.935483870967742,Wide-body
LX 456,Departed,IsOperator,False,2025-10-19 11:05:00+00:00,2025-10-19 11:05:00+00:00,D51,LCY,London,gb,SWISS,LX,Airbus A220-100,0.0,False,11,6,10,1,LCY,6.680981595092025,Narrow-body
LX 72,Departed,IsOperator,False,2025-10-19 10:50:00+00:00,2025-10-19 11:10:00+00:00,E19,IAD,Washington,us,SWISS,LX,Airbus A330,20.0,False,10,6,10,1,IAD,12.69182389937107,Wide-body
LX 54,Departed,IsOperator,False,2025-10-19 10:55:00+00:00,2025-10-19 11:12:00+00:00,E43,BOS,Boston,us,SWISS,LX,Airbus A330,17.0,False,10,6,10,1,BOS,14.281818181818181,Wide-body
LX 1168,Departed,IsOperator,False,2025-10-19 11:15:00+00:00,2025-10-19 11:15:00+00:00,B04,STR,Stuttgart,de,SWISS,LX,Embraer 195,0.0,False,11,6,10,1,STR,5.4523809523809526,Regional
LX 780,Departed,IsOperator,False,2025-10-19 10:55:00+00:00,2025-10-19 11:15:00+00:00,B10,BRU,Brussels,be,SWISS,LX,Airbus A220-100,20.0,False,10,6,10,1,BRU,8.1625,Narrow-body
LX 38,Departed,IsOperator,False,2025-10-19 11:10:00+00:00,2025-10-19 11:20:00+00:00,E53,SFO,San Francisco,us,SWISS,LX,Boeing 777,10.0,False,11,6,10,1,SFO,13.117117117117116,Wide-body
LX 40,Departed,IsOperator,False,2025-10-19 11:05:00+00:00,2025-10-19 11:20:00+00:00,E26,LAX,Los Angeles,us,SWISS,LX,Boeing 777,15.0,False,11,6,10,1,LAX,31.166666666666668,Wide-body
LX 1104,Departed,IsOperator,False,2025-10-19 11:15:00+00:00,2025-10-19 11:20:00+00:00,A53,MUC,Munich,de,SWISS,LX,Embraer 195,5.0,False,11,6,10,1,MUC,8.583617747440274,Regional
LX 1674,Departed,IsOperator,False,2025-10-19 10:55:00+00:00,2025-10-19 11:20:00+00:00,B06,FLR,Firenze,it,SWISS,LX,Embraer 195,25.0,False,10,6,10,1,FLR,6.98936170212766,Regional
BA 713,Departed,IsOperator,False,2025-10-19 11:20:00+00:00,2025-10-19 11:20:00+00:00,E64,LHR,London,gb,British,BA,Airbus A320,0.0,False,11,6,10,1,LHR,6.634457611668186,Narrow-body
LX 122,Departed,IsOperator,False,2025-10-19 11:20:00+00:00,2025-10-19 11:25:00+00:00,D57,ICN,Seoul,kr,SWISS,LX,Airbus A340,5.0,False,11,6,10,1,ICN,26.060606060606062,Wide-body
LX 8,Departed,IsOperator,False,2025-10-19 11:05:00+00:00,2025-10-19 11:25:00+00:00,E22,ORD,Chicago,us,SWISS,LX,Boeing 777,20.0,False,11,6,10,1,ORD,15.425287356321839,Wide-body
LX 2114,Departed,IsOperator,False,2025-10-19 11:10:00+00:00,2025-10-19 11:25:00+00:00,A81,AGP,Málaga,es,SWISS,LX,Airbus A321,15.0,False,11,6,10,1,AGP,10.074906367041198,Narrow-body
DL 53,Departed,IsOperator,False,2025-10-19 11:35:00+00:00,2025-10-19 11:25:00+00:00,E27,JFK,New York,us,Delta Air Lines,DL,Boeing 767-300,-10.0,False,11,6,10,1,JFK,8.972868217054264,Wide-body
AC 881,Departed,IsOperator,False,2025-10-19 11:25:00+00:00,2025-10-19 11:25:00+00:00,E34,YYZ,Toronto,ca,Air Canada,AC,Boeing 777-200,0.0,False,11,6,10,1,YYZ,12.20388349514563,Wide-body
LX 64,Departed,IsOperator,False,2025-10-19 11:05:00+00:00,2025-10-19 11:25:00+00:00,E23,MIA,Miami,us,SWISS,LX,Boeing 777,20.0,False,11,6,10,1,MIA,16.253424657534246,Wide-body
LX 14,Departed,IsOperator,False,2025-10-19 11:15:00+00:00,2025-10-19 11:25:00+00:00,E46,JFK,New York,us,SWISS,LX,Airbus A330,10.0,False,11,6,10,1,JFK,8.972868217054264,Wide-body
TP 931,Departed,IsOperator,False,2025-10-19 11:15:00+00:00,2025-10-19 11:30:00+00:00,A75,LIS,Lisbon,pt,TAP Air Portugal,TP,Airbus A321,15.0,False,11,6,10,1,LIS,17.059063136456214,Narrow-body
WK 4,Departed,IsOperator,False,2025-10-19 11:20:00+00:00,2025-10-19 11:30:00+00:00,E56,TPA,Tampa,us,Edelweiss Air,WK,Airbus A340,10.0,False,11,6,10,1,TPA,19.571428571428573,Wide-body
OS 556,Departed,IsOperator,False,2025-10-19 11:30:00+00:00,2025-10-19 11:30:00+00:00,A73,VIE,Vienna,at,Austrian,OS,Airbus A320,0.0,False,11,6,10,1,VIE,6.910039113428944,Narrow-body
LX 1628,Departed,IsOperator,False,2025-10-19 11:10:00+00:00,2025-10-19 11:30:00+00:00,A66,MXP,Milan,it,SWISS,LX,Embraer 190,20.0,False,11,6,10,1,MXP,5.628440366972477,Regional
LX 966,Departed,IsOperator,False,2025-10-19 10:40:00+00:00,2025-10-19 11:30:00+00:00,B35,BER,Berlin,de,SWISS,LX,Airbus A320,50.0,True,10,6,10,1,BER,7.192926045016077,Narrow-body
WK 10,Departed,IsOperator,False,2025-10-19 11:25:00+00:00,2025-10-19 11:30:00+00:00,D38,YVR,Vancouver,ca,Edelweiss Air,WK,Airbus A350-900,5.0,False,11,6,10,1,YVR,26.35,Wide-body
XXC 830,Departed,IsOperator,False,2025-10-19 11:45:00+00:00,2025-10-19 11:35:00+00:00,Unknown,FLR,Firenze,it,Unknown/Private owner,Unknown,Bombardier Challenger 600,-10.0,False,11,6,10,1,FLR,6.98936170212766,Other
TG 971,Departed,IsOperator,False,2025-10-19 11:30:00+00:00,2025-10-19 11:40:00+00:00,E47,BKK,Bangkok,th,Thai  International,TG,Boeing 777,10.0,False,11,6,10,1,BKK,10.163742690058479,Wide-body
FJO 64,Departed,IsOperator,False,2025-10-19 11:40:00+00:00,2025-10-19 11:40:00+00:00,Unknown,CEQ,Cannes/Mandelieu,fr,Unknown/Private owner,Unknown,Embraer Emb-550 Praetor 600,0.0,False,11,6,10,1,CEQ,1.0,Regional
CX 382,Departed,IsOperator,False,2025-10-19 11:30:00+00:00,2025-10-19 11:40:00+00:00,E52,HKG,Hong Kong,hk,Cathay Pacific,CX,Airbus A350-1000,10.0,False,11,6,10,1,HKG,10.402234636871508,Wide-body
LX 968,Departed,IsOperator,False,2025-10-19 11:35:00+00:00,2025-10-19 11:45:00+00:00,A82,BER,Berlin,de,SWISS,LX,Embraer 195,10.0,False,11,6,10,1,BER,7.192926045016077,Regional
AT 937,Departed,IsOperator,False,2025-10-19 11:40:00+00:00,2025-10-19 11:45:00+00:00,E62,CMN,Casablanca,ma,Royal Air Maroc,AT,Boeing 737-800,5.0,False,11,6,10,1,CMN,16.73913043478261,Narrow-body
9HXOA,Departed,IsOperator,False,2025-10-19 12:00:00+00:00,2025-10-19 11:50:00+00:00,Unknown,PSA,Pisa,it,Unknown/Private owner,Unknown,Cessna 560 Citation Excel,-10.0,False,12,6,10,1,PSA,1.5217391304347827,Other
UA 45,Departed,IsOperator,False,2025-10-19 11:35:00+00:00,2025-10-19 11:50:00+00:00,E42,SFO,San Francisco,us,United,UA,Boeing 777,15.0,False,11,6,10,1,SFO,13.117117117117116,Wide-body
HBJWC,Departed,IsOperator,False,2025-10-19 11:50:00+00:00,2025-10-19 11:50:00+00:00,Unknown,TFS,Tenerife Island,es,Unknown/Private owner,Unknown,Bombardier Cl-600 Challenger 600,0.0,False,11,6,10,1,TFS,8.701754385964913,Other
OU 4467,Departed,IsOperator,False,2025-10-19 11:45:00+00:00,2025-10-19 11:50:00+00:00,A72,DBV,Dubrovnik,hr,Croatia,OU,Airbus A220-300,5.0,False,11,6,10,1,DBV,7.6923076923076925,Narrow-body
CS 804,Departed,IsOperator,False,2025-10-19 12:00:00+00:00,2025-10-19 11:55:00+00:00,B02,KGS,Kos Island,gr,Comlux Aruba,CS,Airbus A319,-5.0,False,12,6,10,1,KGS,3.0,Narrow-body
FI 569,Departed,IsOperator,False,2025-10-19 12:00:00+00:00,2025-10-19 12:00:00+00:00,A83,KEF,Reykjavik,is,Icelandair,FI,Airbus A321 NEO,0.0,False,12,6,10,1,KEF,14.635294117647058,Narrow-body
LX 188,Departed,IsOperator,False,2025-10-19 11:25:00+00:00,2025-10-19 12:00:00+00:00,E35,PVG,Shanghai,cn,SWISS,LX,Airbus A340,35.0,False,11,6,10,1,PVG,15.960526315789474,Wide-body
GAC 169,Departed,IsOperator,False,2025-10-19 12:00:00+00:00,2025-10-19 12:00:00+00:00,Unknown,MME,Durham,gb,GlobalAir,Unknown,Cessna 510 Citation Mustang,0.0,False,12,6,10,1,MME,0.0,Other
XXC 1145,Departed,IsOperator,False,2025-10-19 12:15:00+00:00,2025-10-19 12:05:00+00:00,Unknown,BXO,Buochs,ch,Unknown/Private owner,Unknown,Pilatus PC-12,-10.0,False,12,6,10,1,BXO,-14.375,Other
XXS 1704,Departed,IsOperator,False,2025-10-19 12:15:00+00:00,2025-10-19 12:15:00+00:00,Unknown,BRN,Berne,ch,Unknown/Private owner,Unknown,Cirrus SR 22 Turbo,0.0,False,12,6,10,1,BRN,0.5135135135135135,Other
WK 222,Departed,IsOperator,False,2025-10-19 12:35:00+00:00,2025-10-19 12:30:00+00:00,B31,XRY,Jerez de la Forntera,es,Edelweiss Air,WK,Airbus A320,-5.0,False,12,6,10,1,XRY,1.8181818181818181,Narrow-body
KL 1922,Departed,IsOperator,False,2025-10-19 12:20:00+00:00,2025-10-19 12:32:00+00:00,B41,AMS,Amsterdam,nl,KLM,KL,Embraer 175,12.0,False,12,6,10,1,AMS,11.314754098360655,Regional
SK 842,Departed,IsOperator,False,2025-10-19 12:35:00+00:00,2025-10-19 12:35:00+00:00,A85,OSL,Oslo,no,SAS,SK,Airbus A320 NEO,0.0,False,12,6,10,1,OSL,6.579787234042553,Narrow-body
JU 333,Departed,IsOperator,False,2025-10-19 12:35:00+00:00,2025-10-19 12:35:00+00:00,E58,BEG,Belgrade,rs,Air Serbia,JU,Airbus A320,0.0,False,12,6,10,1,BEG,10.236607142857142,Narrow-body
IB 630,Departed,IsOperator,False,2025-10-19 12:45:00+00:00,2025-10-19 12:35:00+00:00,B38,MAD,Madrid,es,Iberia,IB,Airbus A320 (Sharklets),-10.0,False,12,6,10,1,MAD,8.555555555555555,Narrow-body
